fecha_terminacion_proyecto,fecha_de_corte,c_digo_divipola_departamento,departamento,c_digo_divipola_municipio,municipio,indicador,nombre_proyecto,origen,aporte_nacion,contrapartida,estado_seguimiento,num_municipios,región
2021-06-25,2024-04-04,15,boyaca,15442,maripi(boy),nueva población beneficiada acueducto urbano,construccion plan maestro de acueducto y alcantarillado fase i municipio de maripi,pda,987129526,442990290,en liquidación,1,Región Andina
2021-06-25,2024-04-04,15,boyaca,15442,maripi(boy),nueva población beneficiada alcantarillado urbano,construccion plan maestro de acueducto y alcantarillado fase i municipio de maripi,pda,987129526,442990290,en liquidación,1,Región Andina
2021-09-06,2024-04-04,63,quindio,63001,armenia(qui),nueva población beneficiada alcantarillado urbano,"optimizacion de alcantarillados barrios la miranda, ciudadela, nuevo armenia y la linda de, municipio de armenia",pgn,2170210481,261828929,en liquidación,1,Región Andina
2018-11-06,2024-04-04,20,cesar,20060,bosconia(ces),nueva población beneficiada acueducto urbano,elaboracion plan maestro de acueducto y diseños de detalle para la optimizacion del acueducto de la cabecera municipal de bosconia cesar,pgn,1265619777,0,liquidado,1,Región Caribe
2019-02-28,2024-04-04,47,magdalena,47960,zapayan(mag),nueva población beneficiada alcantarillado urbano,construccion del sistema de  alcantarillado sanitario de la cabecera del municipio de zapayán,pda,0,5296151252,liquidado contrato obra,1,Región Caribe
2020-07-31,2024-04-04,88,san andres,88001,san andres(san),nueva población beneficiada alcantarillado urbano,construccion del sistema de alcantarillado sanitario del distrito no. 4 (incluye estacion de bombeo y redes secundarias ) san andres,pgn,31546817421,0,terminado,1,Región Desconocida
2020-09-07,2024-04-04,25,cundinamarca,25372,junín(cun),nueva población beneficiada alcantarillado urbano,construccion de la planta de tratamiento de aguas residuales (ptar) del casco urbano del municipio de junin,pda,0,1313423785,terminado,1,Región Andina
2020-09-29,2024-04-04,25,cundinamarca,25862,vergara(cun),nueva población beneficiada alcantarillado urbano,construccion  para la optimizacion del sistema de alcantarillado del centro urbano municipio de vergara,pda,0,2144711617,terminado,1,Región Andina
2020-02-03,2024-04-04,50,meta,50001,villavicencio(met),nueva población beneficiada alcantarillado urbano,construccion alcantarillado pluvial en el barrio san carlos en el municipio de villavicencio,pgn,6559012246,0,liquidado,1,Región Orinoquía
2021-07-29,2024-04-04,73,tolima,73055,armero (guayabal)(tol),nueva población beneficiada acueducto urbano,mejoramiento del sistema de acueducto urbano según plan maestro del municipio de armero guayabal - tollma,pda,2000000000,9096606923,terminado,1,Región Andina
2019-12-22,2024-04-04,70,sucre,70215,corozal(suc),nueva población beneficiada alcantarillado urbano,construccion del sistema de alcantarillado sanitario para los barrios la paz y monserrate en la zona urbana del municipio de corozal,pgn,2436836416,0,liquidado,1,Región Caribe
2021-05-28,2024-04-04,13,bolivar,13838,turbaná(bol),nueva población beneficiada acueducto urbano,construcción del sistema de acueducto del municipio de turbana - bolivar,pda,0,17622793448,terminado,1,Región Caribe
2019-07-24,2024-04-04,13,bolivar,13490,norosí(bol),nueva población beneficiada acueducto urbano,"construccion, ampliacion, optimizacion y/o rehabilitacion del sistema de acueducto de la cabecera municipal de norosi",pda,2084347940,468439288,en liquidación,1,Región Caribe
2020-10-17,2024-04-04,86,putumayo,86001,mocoa(put),nueva población beneficiada alcantarillado urbano,adquisición de un equipo de presión succión municipio de mocoa,bid,1620000000,0,liquidado,1,Región Amazonía
2020-08-04,2024-04-04,27,magdalena,47288,fundacion(mag),nueva población beneficiada alcantarillado urbano,ampliación y optimización del sistema de alcantarillado sanitario del municipio de fundación etapa ii,pgn,36537888134,0,liquidado,1,Región Caribe
2018-09-27,2024-04-04,68,choco,27050,atrato(cho),nueva población beneficiada alcantarillado urbano,construccion del sistema de alcantarillado del municipio de atrato,todos por el pacífico,6493246693,0,terminado,1,Región Pacífica
2019-06-26,2024-04-04,44,santander,68307,giron(san),nueva población beneficiada alcantarillado urbano,obras complementarias etapa ii fase 2 - reactor uasb 5 de la ptar rio frio municipio de giron,pgn,2489884597,0,liquidado,1,Región Andina
2021-06-12,2024-04-04,68,la guajira,44430,maicao(la ),nueva población beneficiada acueducto rural,modelo de distribucion de agua potable para las comunidades indigenas wayúu de la zona rural dispersa del municipio de maicao-la guajira,obras por impuestos,0,0,terminado,1,Región Caribe
2020-02-12,2024-04-04,25,santander,68547,piedecuesta(san),nueva población beneficiada acueducto urbano,"construccion del sistema de distribucion de agua potable sector ciudad teyuna fase ii, municipio de piedecuesta",pgn,2705732267,20025087,liquidado contrato obra,1,Región Andina
2020-03-15,2024-04-04,86,cundinamarca,25524,pandi(cun),nueva población beneficiada acueducto urbano,optimización de redes principales y construcción de redes secundarias acueducto regional de pandi cundinamarca fase iii,pda,0,1702522308,liquidado,1,Región Andina
2021-03-31,2024-04-04,86,putumayo,86001,mocoa(put),nueva población beneficiada acueducto urbano,"componente 4. fortalecimiento de capacidades  y educación sanitaria y ambiental en el municipio de mocoa, departamento de putumayo",bid,1119471080,0,liquidado,1,Región Amazonía
2021-03-31,2024-04-04,73,putumayo,86001,mocoa(put),nueva población beneficiada alcantarillado urbano,"componente 4. fortalecimiento de capacidades  y educación sanitaria y ambiental en el municipio de mocoa, departamento de putumayo",bid,1119471080,0,liquidado,1,Región Amazonía
2021-04-14,2024-04-04,66,tolima,73268,espinal(tol),nueva población beneficiada acueducto urbano,obras prioritarias del sistema de acueducto fase i  del municpio de espinal,pgn,8264612678,864335231,terminado,1,Región Andina
2020-06-17,2024-04-04,66,risaralda,66001,pereira(ris),nueva población beneficiada alcantarillado urbano,obras de optimización canalización quebrada egoyá municipio de pereira,tasa compensada,0,21666124214,liquidado,1,Región Andina
2020-01-08,2024-04-04,23,risaralda,66001,pereira(ris),nueva población beneficiada alcantarillado urbano,suministro y obras civiles para la construccion del trasvase de aguas residuales de la zona de drenajes del rio consota a la zona de drenajes del rio otun y descarga provisional municipio de pereira,tasa compensada,0,13795047162,liquidado,1,Región Andina
2023-09-18,2024-04-04,5,cordoba,23660,sahagun(cor),nueva población beneficiada acueducto urbano,optimizacion y ampliacion del sistema de acueducto en el municipio de sahagun fase ii (act),pgn,6118679519,4199093788,terminado,1,Región Caribe
2018-12-16,2024-04-04,52,antioquia,5142,caracolí(ant),nueva población beneficiada alcantarillado urbano,construcción del plan maestro de acueducto y alcantarillado de la zona urbana del municipio de caracoli- etapa 1 - antioquia,pda,0,3393507564,liquidado,1,Región Andina
2022-09-15,2024-04-04,15,nariño,52693,san pablo(nar),nueva población beneficiada alcantarillado rural,"optimizacion del alcantarillado  del corregimiento de briceño,  municipio de san pablo",pda,0,2711410015,liquidado,1,Región Pacífica
2023-02-20,2024-04-04,5,boyaca,15464,mongua(boy),nueva población beneficiada acueducto rural,"construcción de obras de optimizacion para los sistemas de acueductos rurales, palo armado y pantano grande, municipio de mongua",pgn,1867821941,19347474,en liquidación,1,Región Andina
2022-03-27,2024-04-04,66,antioquia,5310,gómez plata(ant),nueva población beneficiada alcantarillado urbano,"construcción de redes de alcantarillado en los barrios camellón, obrero, lourdes y los sectores el colegio y la carrera 51 del municipio de gómez plata",pgn,4760119249,2387613164,en liquidación,1,Región Andina
2021-10-11,2024-04-04,66,risaralda,66594,quinchía(ris),nueva población beneficiada acueducto urbano,optimización planta de tratamiento de agua potable del municipio de quinchía,pda,0,550252622,terminado,1,Región Andina
2019-07-31,2024-04-04,66,risaralda,66572,pueblo rico(ris),nueva población beneficiada acueducto urbano,implementacion del plan maestro de acueducto y alcantarillado fase i pueblo rico,pda,0,2353900542,terminado,1,Región Andina
2019-07-31,2024-04-04,66,risaralda,66572,pueblo rico(ris),nueva población beneficiada alcantarillado urbano,implementacion del plan maestro de acueducto y alcantarillado fase i pueblo rico,pda,0,2353900542,terminado,1,Región Andina
2019-03-26,2024-04-04,54,risaralda,66572,pueblo rico(ris),nueva población beneficiada acueducto rural,optimizacion del sistema de acueducto del corregimiento de santa cecilia municipio de pueblo rico,pda,1298418080,266731626,terminado,1,Región Andina
2019-07-26,2024-04-04,54,n de santander,54673,san cayetano(n d),nueva población beneficiada acueducto rural,optimizacion aduccion acueducto corregimiento de cornejo municipio de san cayetano,pda,1827179844,104011892,terminado,1,Región Desconocida
2021-12-30,2024-04-04,54,n de santander,54518,pamplona(n d),nueva población beneficiada alcantarillado urbano,conexion de vertimientos principales al sistema de alcantarillado urbano de pamplona,pda,0,824337454,terminado,1,Región Desconocida
2021-03-23,2024-04-04,54,n de santander,54405,los patios(n d),nueva población beneficiada alcantarillado urbano,construccion interceptores sur oriental y nor occidental alcantarillado los patios (reformulacion),pda,2878243822,437694630,terminado,1,Región Desconocida
2021-03-24,2024-04-04,54,n de santander,54385,la esperanza(n d),nueva población beneficiada acueducto rural,"optimizacion sistema de acueducto  corregimiento la pedregosa, municipio la esperanza",pda,596798571,3522834284,terminado,1,Región Desconocida
2021-11-19,2024-04-04,54,n de santander,54344,hacarí(n d),nueva población beneficiada acueducto rural,construccion sistema de acueducto en el centro poblado san jose del tarra del municipio de hacari,pda,0,1529593491,terminado,1,Región Desconocida
2022-03-12,2024-04-04,54,n de santander,54261,el zulia(n d),nueva población beneficiada acueducto rural,"optimización del  sistema de acueducto de la vereda de astilleros, municipio el zulia",tasa compensada,0,4640742990,terminado,1,Región Desconocida
2022-03-23,2024-04-04,85,casanare,85001,yopal(cas),nueva población beneficiada acueducto urbano,construccion  sistema de abastecimiento y tratamiento de agua potable para el casco urbano del municipio de yopal,pgn,61527056040,31126893970,terminado,1,Región Orinoquía
2018-12-31,2024-04-04,85,casanare,85001,yopal(cas),nueva población beneficiada acueducto urbano,"construccion del acueducto veredal para el corregimiento de tacarimena veredas: sirivana, palomas, la calceta, la manga, tacarimena, el tiestal, y los manantiales del municipio de yopal",pda,0,12677943685,terminado,1,Región Orinoquía
2020-02-27,2024-04-04,85,casanare,85430,trinidad(cas),nueva población beneficiada acueducto urbano,"ampliacion de la red de distribucion de agua potable y alcantarillado  sanitario, para la zona de expansion entre calles 1 y 6 sur, y de la carrera 6"" a la carrera 8"" del municipio de trinidad, departamento de casanare",pda,0,2273847896,terminado,1,Región Orinoquía
2020-02-27,2024-04-04,85,casanare,85430,trinidad(cas),nueva población beneficiada alcantarillado urbano,"ampliacion de la red de distribucion de agua potable y alcantarillado  sanitario, para la zona de expansion entre calles 1 y 6 sur, y de la carrera 6"" a la carrera 8"" del municipio de trinidad, departamento de casanare",pda,0,2273847896,terminado,1,Región Orinoquía
2020-10-15,2024-04-04,85,casanare,85430,trinidad(cas),nueva población beneficiada alcantarillado urbano,"optimizacion planta de tratamiento de aguas residuales del municipio de  trinidad, departamento de casanare.",pda,235394764,3286596611,terminado,1,Región Orinoquía
2023-01-23,2024-04-04,85,casanare,85400,tamara(cas),nueva población beneficiada acueducto rural,"construccion del acueducto interveredal delicias, guasaque, guchuva, la palma, chaparral, chitacote, alto grande, loma redonda, santa helena, cruz verde, la victoria, las isabeles del municipio de tamara",pda,0,18103328418,terminado,1,Región Orinoquía
2019-04-30,2024-04-04,85,casanare,85250,paz de ariporo(cas),nueva población beneficiada alcantarillado urbano,"construccion planta de tratamiento de aguas residuales del municipio de paz de ariporo, casanare",pda,0,15477706792,terminado,1,Región Orinoquía
2022-11-20,2024-04-04,52,nariño,52506,ospina(nar),nueva población beneficiada acueducto rural,construcción acueducto san isidro la florida del municipio de ospina - nariño,pda,0,1931273036,liquidado,1,Región Pacífica
2018-10-31,2024-04-04,44,la guajira,44430,maicao(la ),nueva población beneficiada acueducto urbano,"construccion obras de optimizacion hidraulica etapa iii de los sectores 1,2,3 y 4. rehabilitacion estructural y renovacion de las instalaciones hidraulicas de los tanques de almacenamiento loma fresca y san jose municipio de maicao.",pda,0,4058841035,terminado,1,Región Caribe
2018-10-30,2024-04-04,44,la guajira,44430,maicao(la ),nueva población beneficiada alcantarillado urbano,"construccion y reposicion de redes de alcantarillado sanitario y conexiones domiciliarias e intradomiciliarias barrios nueva esperanza, camilo torres, 11 de noviembre, villa ines, el bosque y zonas aledañas municipio de maicao *",pda,0,3832330298,terminado,1,Región Caribe
2023-12-22,2024-04-04,41,huila,41001,neiva(hui),nueva población beneficiada alcantarillado urbano,"construcción del alcantarillado sanitario y pluvial del barrio los andaquíes, comuna 1 de la ciudad de neiva",pda,0,4669278563,terminado,1,Región Andina
2019-10-29,2024-04-04,52,nariño,52022,aldana(nar),nueva población beneficiada alcantarillado rural,construcción de unidades sanitarias para hogares del sector rural del municipio de aldana departamento de nariño,pda,80000000,1382187614,liquidado contrato obra,1,Región Pacífica
2019-01-23,2024-04-04,52,nariño,52720,sapuyes(nar),nueva población beneficiada alcantarillado rural,rehabilitación sistema de alcantarillado carrera 6 entre calle 5 y 3 municipio de sapuyes. departamento de nariño.,ola invernal menor,0,223216848,en liquidación,1,Región Pacífica
2019-03-04,2024-04-04,52,nariño,52110,buesaco(nar),nueva población beneficiada alcantarillado rural,"ampliacion y optlmizacion del sistema de alcantarillado vereda juanambu, municipio de buesaco",pda,0,1209722323,en liquidación,1,Región Pacífica
2017-03-08,2024-04-04,52,nariño,52227,cumbal(nar),nueva población beneficiada acueducto rural,construccion del sistema de conduccion para el acueducto de la vereda nazate del resguardo indigena de chiles municipio de cumbal,pda,0,634806739,en liquidación,1,Región Pacífica
2019-02-26,2024-04-04,23,cordoba,23001,monteria(cor),nueva población beneficiada alcantarillado urbano,"extensión de redes de alcantarillado en los barrios bonanza, caribe y villa caribe de la ciudad de montería-córdoba",pgn,8103482036,0,liquidado,1,Región Caribe
2018-09-15,2024-04-04,5,antioquia,5002,abejorral(ant),nueva población beneficiada alcantarillado urbano,"construcción del plan  maestro de alcantarillado municipio de abejorral, primera etapa",pda,0,2097977296,liquidado,1,Región Andina
2022-12-30,2024-04-04,52,nariño,52083,belen(nar),nueva población beneficiada alcantarillado urbano,"optimización alcantarillado casco urbano municipio de belén, nariño, occidente",pda,450000000,4000704075,liquidado,1,Región Pacífica
2022-09-03,2024-04-04,52,nariño,52573,puerres(nar),nueva población beneficiada alcantarillado rural,ampliación y optimización del sistema de alcantarillado sanitario de la cabecera corregimiental san mateo municipio de puerres,pda,0,1463160157,liquidado,1,Región Pacífica
2022-12-07,2024-04-04,15,boyaca,15223,cubara(boy),nueva población beneficiada alcantarillado urbano,construccion del sistema de alcantarillado pluvial del municipio de cubara,pda,0,3694973643,en liquidación,1,Región Andina
2023-03-24,2024-04-04,15,boyaca,15646,samaca(boy),nueva población beneficiada alcantarillado urbano,"construcción planta de tratamiento de aguas residuales domesticas samacá, boyacá, centro oriente",pda,0,8655518754,en liquidación,1,Región Andina
2020-11-04,2024-04-04,52,nariño,52019,alban(nar),nueva población beneficiada alcantarillado rural,"mejoramiento de las condiciones de saneamiento rural mediante la implementacion de acciones de descontaminacion, educación y preservacion ambiental de la cuenca del rio quiña, municipio de san jose de  alban",pda,0,1610543280,liquidado,1,Región Pacífica
2022-04-29,2024-04-04,52,nariño,52224,cuaspud(nar),nueva población beneficiada alcantarillado urbano,ampliacion y optimizacion del sistema de alcantarillado de la cabecera municipal de cuaspud fase i,pda,0,4223989737,liquidado,1,Región Pacífica
2020-11-07,2024-04-04,52,nariño,52258,el tablon(nar),nueva población beneficiada alcantarillado urbano,"optimizacion y ampliación del alcantarillado de el tablón de gómez - cabecera municipal, departamento de nariño",pda,0,3590274497,liquidado,1,Región Pacífica
2019-06-13,2024-04-04,52,nariño,52260,el tambo(nar),nueva población beneficiada alcantarillado urbano,"rehabilltacion del sistema de alcantarillado del barrio madrigal, municipio de el tambo",ola invernal menor,0,241341591,liquidado,1,Región Pacífica
2022-12-05,2024-04-04,68,santander,68682,san joaquin(san),nueva población beneficiada alcantarillado rural,construcción de 25 unidades sanitarias con saneamiento básico para vivienda rural dispersa en san joaquin-santander,pgn,280541692,192528612,en liquidación,1,Región Andina
2021-10-05,2024-04-04,52,nariño,52258,el tablon(nar),nueva población beneficiada alcantarillado rural,"optimización y ampliación del alcantarillado del corregimiento de las mesas, municipio del tablon de gomez",pgn,5088394689,135817147,en liquidación,1,Región Pacífica
2022-12-16,2024-04-04,52,nariño,52678,samaniego(nar),nueva población beneficiada acueducto urbano,plan maestro de acueducto y alcantarillado sanitario y pluvial del municipio de samaniego – nariño,pgn,1368708263,0,terminado,1,Región Pacífica
2022-12-16,2024-04-04,52,nariño,52678,samaniego(nar),nueva población beneficiada alcantarillado urbano,plan maestro de acueducto y alcantarillado sanitario y pluvial del municipio de samaniego – nariño,pgn,1368708263,0,terminado,1,Región Pacífica
2023-06-30,2024-04-04,52,nariño,52317,guachucal(nar),nueva población beneficiada alcantarillado rural,optimizacion del alcantarillado sanitario y construccion de la planta de tratamiento de aguas residuales de la vereda el consuelo de chillanquer municipio de guachucal-nariño,pda,0,2710733934,en liquidación,1,Región Pacífica
2021-12-09,2024-04-04,52,nariño,52418,los andes(nar),nueva población beneficiada alcantarillado rural,"mejoramiento de las   condiciones de saneamiento rural mediante la implementacion  de acciones de descontaminacion, educacion y preservacion ambiental en la cuenca del rio guaitara, municipio de los   andes",pda,1215762839,1984711597,liquidado,1,Región Pacífica
2022-03-31,2024-04-04,52,nariño,52685,san bernardo(nar),nueva población beneficiada alcantarillado rural,construccion de unidades sanitarias con saneamiento basico para la vivenda rural en el municipio de san bernardo- departamento de nariño,pda,0,968894634,liquidado,1,Región Pacífica
2021-11-23,2024-04-04,52,nariño,52694,san pedro de cartago(nar),nueva población beneficiada alcantarillado rural,"construccion sistema de alcantarillado sanitario de la vereda la chorrera, municipio de san pedro de cartago",pda,0,1378580426,liquidado,1,Región Pacífica
2022-01-21,2024-04-04,52,nariño,52699,santacruz(nar),nueva población beneficiada acueducto rural,construccion acueducto rural en la vereda chaguez del municipio de santa cruz,pda,0,465855438,liquidado,1,Región Pacífica
2023-11-17,2024-04-04,23,cordoba,23855,valencia(cor),nueva población beneficiada acueducto rural,optimizacion  del sistema de acueducto del corregimiento de jaraguay municipio de valencia,pgn,1974580106,0,terminado,1,Región Caribe
2019-12-11,2024-04-04,47,magdalena,47980,zona bananera(mag),nueva población beneficiada acueducto urbano,"optimización y ampliación del sistema de acueducto del municipio de zona bananera, centro nucleado de guacamayal",pda,0,2896843052,liquidado,1,Región Caribe
2019-10-29,2024-04-04,27,choco,27001,quibdo(cho),nueva población beneficiada acueducto urbano,diseños para la optimizacion de los sistemas de acueducto y alcantarillado del municipio de quibdo,pgn,3713372232,0,liquidado,1,Región Pacífica
2019-10-29,2024-04-04,27,choco,27001,quibdo(cho),nueva población beneficiada alcantarillado urbano,diseños para la optimizacion de los sistemas de acueducto y alcantarillado del municipio de quibdo,pgn,3713372232,0,liquidado,1,Región Pacífica
2020-10-30,2024-04-04,25,cundinamarca,"25168, 25394, 25530, 25580, 25878","chaguani(cun), la palma(cun), paratebueno(cun), puli(cun), viota(cun)",nueva población beneficiada acueducto urbano,"construcción de conexiones intradomiciliarias para las zonas mas afectadas por el conflicto armado ""zomac"" de departamento de cundinamarca",obras por impuestos,0,0,terminado,5,Región Andina
2020-10-30,2024-04-04,25,cundinamarca,"25168, 25394, 25530, 25580, 25878","chaguani(cun), la palma(cun), paratebueno(cun), puli(cun), viota(cun)",nueva población beneficiada acueducto rural,"construcción de conexiones intradomiciliarias para las zonas mas afectadas por el conflicto armado ""zomac"" de departamento de cundinamarca",obras por impuestos,0,0,terminado,5,Región Andina
2020-10-30,2024-04-04,25,cundinamarca,"25168, 25394, 25530, 25580, 25878","chaguani(cun), la palma(cun), paratebueno(cun), puli(cun), viota(cun)",nueva población beneficiada alcantarillado urbano,"construcción de conexiones intradomiciliarias para las zonas mas afectadas por el conflicto armado ""zomac"" de departamento de cundinamarca",obras por impuestos,0,0,terminado,5,Región Andina
2020-10-30,2024-04-04,25,cundinamarca,"25168, 25394, 25530, 25580, 25878","chaguani(cun), la palma(cun), paratebueno(cun), puli(cun), viota(cun)",nueva población beneficiada alcantarillado rural,"construcción de conexiones intradomiciliarias para las zonas mas afectadas por el conflicto armado ""zomac"" de departamento de cundinamarca",obras por impuestos,0,0,terminado,5,Región Andina
2020-10-03,2024-04-04,5,antioquia,5490,necoclí(ant),nueva población beneficiada acueducto rural,construccion del plan maestro de acueducto del corregimiento el totumo del municipio de necocli,pda,0,6365122249,terminado,1,Región Andina
2019-03-27,2024-04-04,70,sucre,70708,san marcos(suc),nueva población beneficiada acueducto urbano,ampliacion y optimizacion  del sistema de acueducto del municipio de san marcos,pda,4628043513,2835351076,liquidado,1,Región Caribe
2020-02-28,2024-04-04,23,cordoba,23350,la apartada(cor),nueva población beneficiada alcantarillado urbano,"optimización de redes de alcantarillado sanitario del municipio de la apartada, fase i",pda,0,4157136957,liquidado,1,Región Caribe
2021-02-14,2024-04-04,20,cesar,20621,robles (la paz)(ces),nueva población beneficiada acueducto urbano,"construcción y optimización de las redes del sistema de acueducto fase i, en la cabecera urbana municipal de la paz departamento del cesar",obras por impuestos,0,0,liquidado,1,Región Caribe
2022-08-15,2024-04-04,91,amazonas,91430,la victoria(ama),nueva población beneficiada alcantarillado rural,construccion del sistema de alcantarillado centro poblado corregimiento la victoria (sistemas individuales ),pda,133750736,435227857,terminado,1,Región Amazonía
2022-09-10,2024-04-04,23,cordoba,23001,monteria(cor),nueva población beneficiada acueducto rural,"optimizacion del sistema de acueducto del corregimiento san isidro y las veredas galilea, los moncholos, nuevo paraiso, gran esfuerzo, el congo, nueva ola, san anterito y salamina del municipio monteria en el departamento de cordoba",pgn,8689157849,4039948155,terminado,1,Región Caribe
2019-02-28,2024-04-04,20,cesar,20060,bosconia(ces),nueva población beneficiada acueducto urbano,linea de impulsion para la optimizacion del sistema de acueducto del municipio de bosconia,pda,5283674457,0,en liquidación,1,Región Caribe
2020-11-30,2024-04-04,20,cesar,20621,robles (la paz)(ces),nueva población beneficiada acueducto urbano,construcción y optimización de las redes del sistema de acueducto en la cabecera municipal de la paz-departamento del cesar fase ii,pgn,2986028560,0,terminado,1,Región Caribe
2022-04-25,2024-04-04,27,choco,27001,quibdo(cho),nueva población beneficiada alcantarillado urbano,construcción del sistema de alcantarillado en la comunidad indígena del km7 sector las palmas municipio de quibdo,obras por impuestos,0,0,liquidado,1,Región Pacífica
2023-02-27,2024-04-04,25,cundinamarca,25473,mosquera(cun),nueva población beneficiada acueducto rural,"construcción del acueducto rural para las veredas san jose y balsilla, con los sectores playón, parcelas, mondoñedo, los puentes, vista hermosa, pencal y sector los pinos municipio de mosquera",pda,0,5509850004,terminado,1,Región Andina
2018-10-29,2024-04-04,76,valle del cauca,76318,guacari(val),nueva población beneficiada alcantarillado urbano,construccion  alcantarillado del corregimiento de sonso en el municipio de guacari.,pda,0,8551893211,terminado,1,Región Pacífica
2018-09-03,2024-04-04,27,choco,27001,quibdo(cho),nueva población beneficiada acueducto urbano,optimizacion redes del sistema de acueducto de la cabecera municipal de quibdo,pgn,29523698987,17293269935,en liquidación,1,Región Pacífica
2020-07-30,2024-04-04,19,cauca,19364,jambaló(cau),nueva población beneficiada alcantarillado urbano,construccion de obras de optimizacion del sistema de alcantarillado del municipio de jambalo,contrato plan,2532008289,192439244,liquidado,1,Región Pacífica
2020-02-26,2024-04-04,19,cauca,19001,popayán(cau),nueva población beneficiada acueducto urbano,construccion de  sedimentadores para la ampliación delcaudal a 500 lps de la planta de tratamiento de agua potable de palace municipio de popayan,pgn,1822270033,8522525,liquidado,1,Región Pacífica
2023-07-25,2024-04-04,19,cauca,19397,la vega(cau),nueva población beneficiada alcantarillado urbano,terminacion plan maestro de alcantarillado cabecera municipal de la vega,pda,889150630,3073993919,terminado,1,Región Pacífica
2023-04-11,2024-04-04,41,huila,41518,paicol(hui),nueva población beneficiada alcantarillado urbano,optimización sistema de alcantarillado combinado casco urbano primera fase sector occidente del municipio de paicol-departamento del huila,pda,0,3979239508,en liquidación,1,Región Andina
2020-10-09,2024-04-04,86,putumayo,86749,sibundoy(put),nueva población beneficiada acueducto urbano,rehabilitacion y mejoramiento del sistema de acueducto del casco urbano del municipio de sibundoy i etapa ola invernal municipio de sibundoy-putumayo,ola invernal mayor,925270027,0,en liquidación,1,Región Amazonía
2023-03-14,2024-04-04,27,choco,27077,bajo baudo (pizarro)(cho),nueva población beneficiada alcantarillado urbano,"optimizacion del sistema de alcantarillado, y construccion ptar del municipio de bajo baudo",pgn,8974624904,2608440395,en liquidación,1,Región Pacífica
2021-10-01,2024-04-04,20,cesar,20295,gamarra(ces),nueva población beneficiada alcantarillado rural,construcción de ciento veintiuno (121) unidades sanitarias con saneamiento básico para vivienda rural dispersa del municipio de gamarra,pgn,1834386685,0,liquidado,1,Región Caribe
2022-09-30,2024-04-04,76,valle del cauca,76318,guacari(val),nueva población beneficiada acueducto rural,"optimización de redes de distribución de acueducto corregimiento de guabitas, municipio de guacarí",pgn,2500000000,648883025,terminado,1,Región Pacífica
2023-04-10,2024-04-04,20,cesar,20032,astrea(ces),nueva población beneficiada acueducto urbano,optimización del sistema de acueducto y alcantarillado sanitario (fase 2) de la cabecera municipal de astrea departamento del cesar,pgn,6055119856,4155474411,terminado,1,Región Caribe
2023-04-10,2024-04-04,20,cesar,20032,astrea(ces),nueva población beneficiada alcantarillado urbano,optimización del sistema de acueducto y alcantarillado sanitario (fase 2) de la cabecera municipal de astrea departamento del cesar,pgn,6055119856,4155474411,terminado,1,Región Caribe
2023-09-01,2024-04-04,20,cesar,20517,pailitas(ces),nueva población beneficiada alcantarillado rural,optimización del sistema de acueducto y construcción de la planta de tratamiento de aguas residuales del corregimiento de palestina municipio de pailitas departamento del cesar,pgn,3825821762,0,terminado,1,Región Caribe
2023-04-13,2024-04-04,41,huila,41660,saladoblanco(hui),nueva población beneficiada acueducto urbano,construccion plan maestro de acueducto y  alcantarillado municipio de saladoblanco fase i,pda,0,6266140056,liquidado,1,Región Andina
2023-04-13,2024-04-04,41,huila,41660,saladoblanco(hui),nueva población beneficiada alcantarillado urbano,construccion plan maestro de acueducto y  alcantarillado municipio de saladoblanco fase i,pda,0,6266140056,liquidado,1,Región Andina
2021-01-30,2024-04-04,68,santander,68077,barbosa(san),nueva población beneficiada acueducto urbano,construccion de redes de conduccion y optimizacion del acueducto en el municipio de barbosa,pgn,4794866430,4220300715,en liquidación,1,Región Andina
2020-12-31,2024-04-04,41,huila,41001,neiva(hui),nueva población beneficiada alcantarillado urbano,"construcción de la primera fase de la red de alcantarillado sanitario del barrio villa colombia, comuna 9 de la ciudad de neiva, departamento del huila",pgn,2000000000,5947633,liquidado,1,Región Andina
2019-01-22,2024-04-04,52,nariño,52585,pupiales(nar),nueva población beneficiada alcantarillado urbano,rehabilitacion sistema de alcantarillado de la calle septlma entre carrera tercera y quinta del municipio de pupiales-nariño,ola invernal menor,0,228273182,en liquidación,1,Región Pacífica
2024-02-27,2024-04-04,73,tolima,73873,villarrica(tol),nueva población beneficiada acueducto urbano,optimizacion del sistema de suministro de agua para el acueducto del municipio de villarica,pda,743583235,3784522263,terminado,1,Región Andina
2023-02-24,2024-04-04,88,san andres,88001,san andres(san),nueva población beneficiada acueducto urbano,expansión de 3.2km de redes de acueducto en la isla de san andrés,pgn,3453709817,338599002,terminado,1,Región Desconocida
2022-06-01,2024-04-04,70,sucre,70708,san marcos(suc),nueva población beneficiada alcantarillado urbano,"extensión de redes de alcantarillado sanitario en la zona centro del municipio de san marcos, departamento de sucre fase i",pgn,1239878750,837755912,en liquidación,1,Región Caribe
2021-04-30,2024-04-04,23,cordoba,23162,cerete(cor),nueva población beneficiada alcantarillado urbano,construcción de redes de alcantarillado y ampliación de cobertura de sectores no. 4 etapa 1 fase ii municipio de cereté,pgn,5946597729,0,en liquidación,1,Región Caribe
